,Rating,Company Name,Job Title,Salary,Location,Employment_status,Job_roles,Rank,Local Purchasing Power Index,Total Expenses,Salary-to-Expenses Ratio,Salary-to-Purchasing Power Ratio
12113,5.0,Four-Serv Global,Software Engineer - Java Developer,252000,Hyderabad,Full Time,Java,14,68.5,76.1,3311.43,3678.83
12114,4.0,Tectoro,Software Engineer - Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12115,3.7,Birlasoft,Software Engineer - Java Developer,500000,Hyderabad,Full Time,Java,14,68.5,76.1,6570.30,7299.27
12116,3.9,Imfresher.com,Software Engineer - Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12117,4.5,Salesforce,Software Engineer - Java Developer,500000,Hyderabad,Full Time,Java,14,68.5,76.1,6570.30,7299.27
12118,3.8,TeamLease,Software Engineer - Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12119,3.9,Java 2 Go,Software Engineer - Java Developer,336000,Hyderabad,Full Time,Java,14,68.5,76.1,4415.24,4905.11
12120,4.7,Rajasri Infotech,Software Engineer - Java Developer,348000,Hyderabad,Full Time,Java,14,68.5,76.1,4572.93,5080.29
12121,4.2,VassarLabs,Java Developeer - Intern,288000,Hyderabad,Intern,Java,14,68.5,76.1,3784.49,4204.38
12122,5.0,Ramcides,Software Engineer ( Java ),996000,Hyderabad,Full Time,Java,14,68.5,76.1,13088.04,14540.15
12123,3.6,Tech Mahindra,Software Engineer(Java Developer),200000,Hyderabad,Full Time,Java,14,68.5,76.1,2628.12,2919.71
12124,3.8,Ahex Technologies,Senior Java Developer,700000,Hyderabad,Full Time,Java,14,68.5,76.1,9198.42,10218.98
12125,3.0,Swaroop Agrochemical Industries,Senior Java Developer,684000,Hyderabad,Full Time,Java,14,68.5,76.1,8988.17,9985.40
12126,3.9,Viezeon Techno Consulting,Senior Java Developer,852000,Hyderabad,Full Time,Java,14,68.5,76.1,11195.80,12437.96
12127,3.9,authlab software,Senior Java Developer,288000,Hyderabad,Full Time,Java,14,68.5,76.1,3784.49,4204.38
12128,3.9,Broadridge,Senior Java Developer,800000,Hyderabad,Full Time,Java,14,68.5,76.1,10512.48,11678.83
12129,3.9,Jeevan Technologies,Senior Java Developer,500000,Hyderabad,Full Time,Java,14,68.5,76.1,6570.30,7299.27
12130,5.0,GetusGuru Online Services,Senior Java Developer,180000,Hyderabad,Full Time,Java,14,68.5,76.1,2365.31,2627.74
12131,3.8,FIS,Senior Java Developer,348000,Hyderabad,Full Time,Java,14,68.5,76.1,4572.93,5080.29
12132,3.4,Menlo Technologies,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12133,4.4,Senos Tech,Senior Java Developer,1900000,Hyderabad,Full Time,Java,14,68.5,76.1,24967.15,27737.23
12134,4.7,Micronox Information Technologies,Senior Java Developer,648000,Hyderabad,Full Time,Java,14,68.5,76.1,8515.11,9459.85
12135,3.6,TekisHub,Senior Java Developer,600000,Hyderabad,Full Time,Java,14,68.5,76.1,7884.36,8759.12
12136,3.9,XYX MEDIA TECHNOLOGIES,Senior Java Developer - Contractor,3900000,Hyderabad,Contractor,Java,14,68.5,76.1,51248.36,56934.31
12137,4.0,Bank of America,Senior Java Developer,1300000,Hyderabad,Full Time,Java,14,68.5,76.1,17082.79,18978.10
12138,2.8,Lender Processing Services,Senior Java Developer,800000,Hyderabad,Full Time,Java,14,68.5,76.1,10512.48,11678.83
12139,4.5,Nixinn Insights,Senior Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12140,4.4,SwoopTalent,Senior Java Developer,2200000,Hyderabad,Full Time,Java,14,68.5,76.1,28909.33,32116.79
12141,3.1,buybuy BABY,Senior Java Developer,900000,Hyderabad,Full Time,Java,14,68.5,76.1,11826.54,13138.69
12142,3.7,CIGNEX Datamatics,Senior Java Developer,900000,Hyderabad,Full Time,Java,14,68.5,76.1,11826.54,13138.69
12143,4.3,Just for Laughts,Senior Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12144,3.7,Consilio,Senior Java Developer,1700000,Hyderabad,Full Time,Java,14,68.5,76.1,22339.03,24817.52
12145,3.9,Wüstenrot,Senior Java Developer,500000,Hyderabad,Full Time,Java,14,68.5,76.1,6570.30,7299.27
12146,3.8,Wipro Technologies,Senior Java Developer,600000,Hyderabad,Full Time,Java,14,68.5,76.1,7884.36,8759.12
12147,2.6,ilabz Technology,Senior Java Developer,800000,Hyderabad,Full Time,Java,14,68.5,76.1,10512.48,11678.83
12148,3.7,EvGateway,Senior Java Developer,600000,Hyderabad,Full Time,Java,14,68.5,76.1,7884.36,8759.12
12149,4.0,Pranava Technologies (UK),Senior Java Developer,600000,Hyderabad,Full Time,Java,14,68.5,76.1,7884.36,8759.12
12150,3.8,2COMS,Senior Java Developer,500000,Hyderabad,Full Time,Java,14,68.5,76.1,6570.30,7299.27
12151,4.1,Pencap Technologies,Senior Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12152,4.0,Scriptbees,Senior Java Developer,1100000,Hyderabad,Full Time,Java,14,68.5,76.1,14454.66,16058.39
12153,3.6,DKNY,Senior Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12154,4.3,HashedIn by Deloitte,Senior Java Developer Contractor,408000,Hyderabad,Contractor,Java,14,68.5,76.1,5361.37,5956.20
12155,3.8,Apalya Technologies,Senior Java Developer,200000,Hyderabad,Full Time,Java,14,68.5,76.1,2628.12,2919.71
12156,3.6,Tech Mahindra,Senior Java Developer,400000,Hyderabad,Full Time,Java,14,68.5,76.1,5256.24,5839.42
12157,4.4,Ritwik Software Technologies,Senior Java Developer,500000,Hyderabad,Full Time,Java,14,68.5,76.1,6570.30,7299.27
12158,4.5,Google,Senior Java Developer,4900000,Hyderabad,Full Time,Java,14,68.5,76.1,64388.96,71532.85
12159,3.8,OnPassive,Senior Java Developer,1100000,Hyderabad,Full Time,Java,14,68.5,76.1,14454.66,16058.39
12160,4.2,YES,Senior Java Developer,360000,Hyderabad,Full Time,Java,14,68.5,76.1,4730.62,5255.47
12161,4.0,TCS,Senior Java Developer,700000,Hyderabad,Full Time,Java,14,68.5,76.1,9198.42,10218.98
12162,3.1,Dhatsol,Senior Java Developer,204000,Hyderabad,Full Time,Java,14,68.5,76.1,2680.68,2978.10
12163,3.7,Optum,Senior Java Developer,800000,Hyderabad,Full Time,Java,14,68.5,76.1,10512.48,11678.83
12164,3.0,Hydus Inc,Senior Java Developer,900000,Hyderabad,Full Time,Java,14,68.5,76.1,11826.54,13138.69
12165,3.6,Aegis Consulting (India),Senior Java Developer,900000,Hyderabad,Full Time,Java,14,68.5,76.1,11826.54,13138.69
12166,4.6,RohTekSolutions,Senior Java Developer,1200000,Hyderabad,Full Time,Java,14,68.5,76.1,15768.73,17518.25
12167,3.9,Confidential,Senior Java Developer,800000,Hyderabad,Full Time,Java,14,68.5,76.1,10512.48,11678.83
12168,4.0,RBC,Senior Java Developer,1200000,Hyderabad,Full Time,Java,14,68.5,76.1,15768.73,17518.25
12169,3.5,KPMD,Senior Java Developer,660000,Hyderabad,Full Time,Java,14,68.5,76.1,8672.80,9635.04
12170,3.8,Anji Technologies,Senior Java Developer,1900000,Hyderabad,Full Time,Java,14,68.5,76.1,24967.15,27737.23
12171,1.0,Doctily Digital Health,Senior Java Developer,1500000,Hyderabad,Full Time,Java,14,68.5,76.1,19710.91,21897.81
12172,5.0,Axiom xCell,Senior Java Developer,1900000,Hyderabad,Full Time,Java,14,68.5,76.1,24967.15,27737.23
12173,3.9,Employer,Senior Java Developer,500000,Hyderabad,Full Time,Java,14,68.5,76.1,6570.30,7299.27
12174,3.7,BYJU'S,Senior Java Developer - Contractor,1200000,Hyderabad,Contractor,Java,14,68.5,76.1,15768.73,17518.25
12175,3.8,MITECH,Senior Java Developer,1900000,Hyderabad,Full Time,Java,14,68.5,76.1,24967.15,27737.23
12176,3.5,Black Knight,Senior Java Developer,336000,Hyderabad,Full Time,Java,14,68.5,76.1,4415.24,4905.11
12177,3.8,Parexel,Senior Java Developer,1700000,Hyderabad,Full Time,Java,14,68.5,76.1,22339.03,24817.52
12178,4.3,Cassendro Software Solutions,Senior Java Developer,600000,Hyderabad,Full Time,Java,14,68.5,76.1,7884.36,8759.12
12179,3.9,Massil Technologies,Senior Java Developer,500000,Hyderabad,Full Time,Java,14,68.5,76.1,6570.30,7299.27
12180,4.1,Leadwinner,Senior Java Developer,624000,Hyderabad,Full Time,Java,14,68.5,76.1,8199.74,9109.49
12181,2.9,OrantiQ,Senior Java Developer,1008000,Hyderabad,Full Time,Java,14,68.5,76.1,13245.73,14715.33
12182,3.6,Vitech Systems Group,Senior Java Developer,1600000,Hyderabad,Full Time,Java,14,68.5,76.1,21024.97,23357.66
12183,4.2,Pragmatic Play,Senior Java Developer,2600000,Hyderabad,Full Time,Java,14,68.5,76.1,34165.57,37956.20
12184,3.9,Ramesh & Co.,Senior Java Developer,500000,Hyderabad,Full Time,Java,14,68.5,76.1,6570.30,7299.27
12185,4.0,Deloitte,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12186,3.6,Polaris,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12187,4.2,Evoke Technologies,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12188,4.0,Techware Solution,Senior Java Developer,6900000,Hyderabad,Full Time,Java,14,68.5,76.1,90670.17,100729.93
12189,4.1,TSSS Infotech,Senior Java Developer,700000,Hyderabad,Full Time,Java,14,68.5,76.1,9198.42,10218.98
12190,3.3,Trianz,Senior Java Developer,240000,Hyderabad,Full Time,Java,14,68.5,76.1,3153.75,3503.65
12191,3.6,Helical IT Solutions,Senior Java Developer,700000,Hyderabad,Full Time,Java,14,68.5,76.1,9198.42,10218.98
12192,2.0,APC Construction Co.,Senior Java Developer,700000,Hyderabad,Full Time,Java,14,68.5,76.1,9198.42,10218.98
12193,3.2,Core Integra Consultancy Services,Senior Java Developer,348000,Hyderabad,Full Time,Java,14,68.5,76.1,4572.93,5080.29
12194,3.1,SmartNet IT Solutions,Senior Java Developer,100000,Hyderabad,Full Time,Java,14,68.5,76.1,1314.06,1459.85
12195,3.3,Karvy Group,Senior Java Developer,600000,Hyderabad,Full Time,Java,14,68.5,76.1,7884.36,8759.12
12196,3.9,EY,Senior Java Developer,1500000,Hyderabad,Full Time,Java,14,68.5,76.1,19710.91,21897.81
12197,3.9,No,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12198,3.5,ABC Technologies,Senior Java Developer,1900000,Hyderabad,Full Time,Java,14,68.5,76.1,24967.15,27737.23
12199,4.1,Grepthor Software Solutions,Senior Java Developer,400000,Hyderabad,Full Time,Java,14,68.5,76.1,5256.24,5839.42
12200,4.3,Software Developer India,Senior Java Developer,288000,Hyderabad,Full Time,Java,14,68.5,76.1,3784.49,4204.38
12201,3.3,Trianz,Senior Java Developer,612000,Hyderabad,Full Time,Java,14,68.5,76.1,8042.05,8934.31
12202,3.9,XYZ Tech,Senior Java Developer,500000,Hyderabad,Full Time,Java,14,68.5,76.1,6570.30,7299.27
12203,4.9,ALLPS (Switzerland),Senior Java Developer,1100000,Hyderabad,Full Time,Java,14,68.5,76.1,14454.66,16058.39
12204,3.4,Ananth Technologies,Senior Java Developer,800000,Hyderabad,Full Time,Java,14,68.5,76.1,10512.48,11678.83
12205,3.7,Surya,Senior Java Developer - Contractor,1100000,Hyderabad,Contractor,Java,14,68.5,76.1,14454.66,16058.39
12206,3.9,Aapti techno soft Pvt Ltd,Senior Java Developer,432000,Hyderabad,Full Time,Java,14,68.5,76.1,5676.74,6306.57
12207,4.1,Virtual Employee,Senior Java Developer,1152000,Hyderabad,Full Time,Java,14,68.5,76.1,15137.98,16817.52
12208,2.8,FastCollab,Senior Java Developer,288000,Hyderabad,Full Time,Java,14,68.5,76.1,3784.49,4204.38
12209,3.7,UnitedHealth Group,Senior Java Developer,800000,Hyderabad,Full Time,Java,14,68.5,76.1,10512.48,11678.83
12210,4.2,Web Synergies,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12211,3.9,24 Seven Talent,Senior Java Developer,1140000,Hyderabad,Full Time,Java,14,68.5,76.1,14980.29,16642.34
12212,3.9,Conceptwave Software Inc,Senior Java Developer,100000,Hyderabad,Full Time,Java,14,68.5,76.1,1314.06,1459.85
12213,4.1,Schrill Technologies,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12214,3.9,Staffio HR,Senior Java Developer,1700000,Hyderabad,Full Time,Java,14,68.5,76.1,22339.03,24817.52
12215,3.2,Threshold,Senior Java Developer,564000,Hyderabad,Full Time,Java,14,68.5,76.1,7411.30,8233.58
12216,3.6,Infosys BPM,Senior Java Developer,200000,Hyderabad,Full Time,Java,14,68.5,76.1,2628.12,2919.71
12217,4.3,Quantum Technologies,Senior Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12218,3.4,Java R&D,Senior Java Developer,700000,Hyderabad,Full Time,Java,14,68.5,76.1,9198.42,10218.98
12219,3.8,Honeywell,Senior Java Developer,100000,Hyderabad,Full Time,Java,14,68.5,76.1,1314.06,1459.85
12220,3.4,Vikram Solar,Senior Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12221,5.0,Blue Vega Solutions,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12222,2.6,Techbion Software Systems,Senior Java Developer,900000,Hyderabad,Full Time,Java,14,68.5,76.1,11826.54,13138.69
12223,2.8,LiquidHub,Senior Java Developer,744000,Hyderabad,Full Time,Java,14,68.5,76.1,9776.61,10861.31
12224,3.8,Techwave Consulting,Senior Java Developer,1100000,Hyderabad,Full Time,Java,14,68.5,76.1,14454.66,16058.39
12225,4.4,CARFAX,Senior Java Developer,888000,Hyderabad,Full Time,Java,14,68.5,76.1,11668.86,12963.50
12226,3.6,Nourish'd,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12227,3.7,Triniti Corporation,Senior Java Developer,888000,Hyderabad,Full Time,Java,14,68.5,76.1,11668.86,12963.50
12228,4.0,ETP International,Senior Java Developer,400000,Hyderabad,Full Time,Java,14,68.5,76.1,5256.24,5839.42
12229,3.7,Infinite Computer Solutions,Senior Java Developer,1200000,Hyderabad,Full Time,Java,14,68.5,76.1,15768.73,17518.25
12230,4.2,JAVA,Senior Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12231,4.4,Drucare,Senior Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12232,3.9,NAGA GIRIDHAR,Senior Java Developer,468000,Hyderabad,Full Time,Java,14,68.5,76.1,6149.80,6832.12
12233,4.0,Goldman Sachs,Senior Java Developer,200000,Hyderabad,Full Time,Java,14,68.5,76.1,2628.12,2919.71
12234,3.9,Verizon,Senior Java Developer - Contractor,1000000,Hyderabad,Contractor,Java,14,68.5,76.1,13140.60,14598.54
12235,4.4,Space Multimedia,Senior Java Developer,1600000,Hyderabad,Full Time,Java,14,68.5,76.1,21024.97,23357.66
12236,4.0,HSBC Software Development India,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12237,4.2,Nagarro,Senior Java Developer,1700000,Hyderabad,Full Time,Java,14,68.5,76.1,22339.03,24817.52
12238,4.3,Ayansys,Senior Java Developer,400000,Hyderabad,Full Time,Java,14,68.5,76.1,5256.24,5839.42
12239,4.1,Spectraforce Technologies,Senior Java Developer,876000,Hyderabad,Full Time,Java,14,68.5,76.1,11511.17,12788.32
12240,3.9,SPAE Analytics,Senior Java Developer,900000,Hyderabad,Full Time,Java,14,68.5,76.1,11826.54,13138.69
12241,4.1,Tech Firefly,Senior Java Developer,1100000,Hyderabad,Full Time,Java,14,68.5,76.1,14454.66,16058.39
12242,3.9,Java City,Senior Java Developer - Intern,300000,Hyderabad,Intern,Java,14,68.5,76.1,3942.18,4379.56
12243,4.3,CubicIT Solution,Senior Java Developer,396000,Hyderabad,Full Time,Java,14,68.5,76.1,5203.68,5781.02
12244,4.3,Samba TV,Senior Java Developer,700000,Hyderabad,Full Time,Java,14,68.5,76.1,9198.42,10218.98
12245,3.9,Innomactic,Senior Java Developer,600000,Hyderabad,Full Time,Java,14,68.5,76.1,7884.36,8759.12
12246,3.9,Yes Bank,Senior Java Developer,348000,Hyderabad,Full Time,Java,14,68.5,76.1,4572.93,5080.29
12247,3.7,21st Century Software Solutions,Senior Java Developer,204000,Hyderabad,Full Time,Java,14,68.5,76.1,2680.68,2978.10
12248,4.2,Accenture Solutions,Senior Java Developer,900000,Hyderabad,Full Time,Java,14,68.5,76.1,11826.54,13138.69
12249,4.0,Intense Technologies,Senior Java Developer,400000,Hyderabad,Full Time,Java,14,68.5,76.1,5256.24,5839.42
12250,3.8,NTT DATA,Senior Java Developer,800000,Hyderabad,Full Time,Java,14,68.5,76.1,10512.48,11678.83
12251,4.1,Accenture,Senior Java Developer Contractor,480000,Hyderabad,Contractor,Java,14,68.5,76.1,6307.49,7007.30
12252,4.6,CognitivZen,Senior Java Developer,800000,Hyderabad,Full Time,Java,14,68.5,76.1,10512.48,11678.83
12253,4.4,Ibase IT,Senior Java Developer,700000,Hyderabad,Full Time,Java,14,68.5,76.1,9198.42,10218.98
12254,3.8,ATMECS,Senior Java Developer,700000,Hyderabad,Full Time,Java,14,68.5,76.1,9198.42,10218.98
12255,3.9,CSC,Senior Java Developer,1100000,Hyderabad,Full Time,Java,14,68.5,76.1,14454.66,16058.39
12256,3.9,Rajeshwar Reddy,Senior Java Developer,800000,Hyderabad,Full Time,Java,14,68.5,76.1,10512.48,11678.83
12257,3.7,Unknowns,Senior Java Developer - Intern,600000,Hyderabad,Intern,Java,14,68.5,76.1,7884.36,8759.12
12258,4.2,Dev Information Technology,Senior Java Developer,700000,Hyderabad,Full Time,Java,14,68.5,76.1,9198.42,10218.98
12259,3.5,Sureworks Infotech,Senior Java Developer,200000,Hyderabad,Full Time,Java,14,68.5,76.1,2628.12,2919.71
12260,4.1,IBM,Senior Java Developer Contractor,456000,Hyderabad,Contractor,Java,14,68.5,76.1,5992.12,6656.93
12261,3.9,LoHi,Senior Java Developer,202752,Hyderabad,Full Time,Java,14,68.5,76.1,2664.28,2959.88
12262,4.9,ACI Infotech,Senior Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12263,3.6,Sainsbury’s,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12264,4.2,Soft Tech Consulting,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12265,3.8,Wipro Technologies,Senior Java Developer,500000,Hyderabad,Full Time,Java,14,68.5,76.1,6570.30,7299.27
12266,3.9,test,Senior Java Developer,500000,Hyderabad,Full Time,Java,14,68.5,76.1,6570.30,7299.27
12267,3.0,CricClubs,Senior Java Developer,1164000,Hyderabad,Full Time,Java,14,68.5,76.1,15295.66,16992.70
12268,3.0,Sri Sai Krishna,Senior Java Developer,1140000,Hyderabad,Full Time,Java,14,68.5,76.1,14980.29,16642.34
12269,3.8,TechMojo Solutions,Senior Java Developer,1500000,Hyderabad,Full Time,Java,14,68.5,76.1,19710.91,21897.81
12270,3.8,Wipro,Senior Java Developer,684000,Hyderabad,Full Time,Java,14,68.5,76.1,8988.17,9985.40
12271,3.6,NGA HR,Senior Java Developer,1600000,Hyderabad,Full Time,Java,14,68.5,76.1,21024.97,23357.66
12272,3.9,XYZ (Turkey),Senior Java Developer,2082432,Hyderabad,Full Time,Java,14,68.5,76.1,27364.42,30400.47
12273,4.1,ORBCOMM,Senior Java Developer,2900000,Hyderabad,Full Time,Java,14,68.5,76.1,38107.75,42335.77
12274,4.0,Mindtree,Senior Java Developer,180000,Hyderabad,Full Time,Java,14,68.5,76.1,2365.31,2627.74
12275,4.0,IBM,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12276,4.6,Diamondpick,Senior Java Developer,600000,Hyderabad,Full Time,Java,14,68.5,76.1,7884.36,8759.12
12277,3.7,NCR,Senior Java Developer,500000,Hyderabad,Full Time,Java,14,68.5,76.1,6570.30,7299.27
12278,4.1,Innovapptive,Senior Java Developer,2000000,Hyderabad,Full Time,Java,14,68.5,76.1,26281.21,29197.08
12279,4.1,Techno Facts (India),Senior Java Developer - Contractor,2900000,Hyderabad,Contractor,Java,14,68.5,76.1,38107.75,42335.77
12280,3.1,Ebix,Senior Java Developer - Contractor,600000,Hyderabad,Contractor,Java,14,68.5,76.1,7884.36,8759.12
12281,3.8,b4b,Senior Java Developer,700000,Hyderabad,Full Time,Java,14,68.5,76.1,9198.42,10218.98
12282,3.9,Tata Consultancy Services,Senior Java Developer Contractor,111936,Hyderabad,Contractor,Java,14,68.5,76.1,1470.91,1634.10
12283,4.4,Sathish's Swanlines,Senior Java Developer,600000,Hyderabad,Full Time,Java,14,68.5,76.1,7884.36,8759.12
12284,3.5,Logging-in,Senior Java Developer,576000,Hyderabad,Full Time,Java,14,68.5,76.1,7568.99,8408.76
12285,4.4,Technoparinsoft,Senior Java Developer,216000,Hyderabad,Full Time,Java,14,68.5,76.1,2838.37,3153.28
12286,2.7,Thrymr Software,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12287,3.7,Birlasoft,Senior Java Developer,200000,Hyderabad,Full Time,Java,14,68.5,76.1,2628.12,2919.71
12288,3.2,U&Me Communication,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12289,4.7,MXit,Senior Java Developer,1500000,Hyderabad,Full Time,Java,14,68.5,76.1,19710.91,21897.81
12290,3.5,Astute Business Solutions,Senior Java Developer,744000,Hyderabad,Full Time,Java,14,68.5,76.1,9776.61,10861.31
12291,3.7,Magnaquest,Senior Java Developer,600000,Hyderabad,Full Time,Java,14,68.5,76.1,7884.36,8759.12
12292,4.1,Persistent Systems,Senior Java Developer,1600000,Hyderabad,Full Time,Java,14,68.5,76.1,21024.97,23357.66
12293,3.8,CGI,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12294,4.2,INFINIMINDS,Senior Java Developer,2100000,Hyderabad,Full Time,Java,14,68.5,76.1,27595.27,30656.93
12295,3.3,Infosys,Senior Java Developer - Contractor,800000,Hyderabad,Contractor,Java,14,68.5,76.1,10512.48,11678.83
12296,4.0,Infor,Senior Java Developer,500000,Hyderabad,Full Time,Java,14,68.5,76.1,6570.30,7299.27
12297,3.2,Envision Healthcare,Senior Java Developer,900000,Hyderabad,Full Time,Java,14,68.5,76.1,11826.54,13138.69
12298,3.9,Vinod,Senior Java Developer,800000,Hyderabad,Full Time,Java,14,68.5,76.1,10512.48,11678.83
12299,3.8,Infosys (India),Senior Java Developer,800000,Hyderabad,Full Time,Java,14,68.5,76.1,10512.48,11678.83
12300,3.9,Innominds Software,Senior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12301,3.9,Awign Enterprises,Senior Java Developer Contractor,12000,Hyderabad,Contractor,Java,14,68.5,76.1,157.69,175.18
12302,4.2,Aeries Technology,Senior Java Developer,1100000,Hyderabad,Full Time,Java,14,68.5,76.1,14454.66,16058.39
12303,4.0,Infor,Senior Java Developer,700000,Hyderabad,Full Time,Java,14,68.5,76.1,9198.42,10218.98
12304,4.0,Deloitte,Junior Java Developer Contractor,360000,Hyderabad,Contractor,Java,14,68.5,76.1,4730.62,5255.47
12305,3.9,Venkys (India) Limited,Junior Java Developer,500000,Hyderabad,Full Time,Java,14,68.5,76.1,6570.30,7299.27
12306,3.2,Optival Health Solutions,Junior Java Developer,600000,Hyderabad,Full Time,Java,14,68.5,76.1,7884.36,8759.12
12307,3.7,Tech Mahindra Business Services,Junior Java Developer,100000,Hyderabad,Full Time,Java,14,68.5,76.1,1314.06,1459.85
12308,4.1,HHHunt,Junior Java Developer,200000,Hyderabad,Full Time,Java,14,68.5,76.1,2628.12,2919.71
12309,3.9,de,Junior Java Developer,400000,Hyderabad,Full Time,Java,14,68.5,76.1,5256.24,5839.42
12310,4.3,Fresher,Junior Java Developer,600000,Hyderabad,Full Time,Java,14,68.5,76.1,7884.36,8759.12
12311,4.5,Wancura software solutions,Junior Java Developer,400000,Hyderabad,Full Time,Java,14,68.5,76.1,5256.24,5839.42
12312,3.9,EPAM Systems,Junior Java Developer,600000,Hyderabad,Full Time,Java,14,68.5,76.1,7884.36,8759.12
12313,2.8,YH Training Services,Junior Java Developer,192000,Hyderabad,Full Time,Java,14,68.5,76.1,2523.00,2802.92
12314,4.1,IBM,Junior Java Developer,240000,Hyderabad,Full Time,Java,14,68.5,76.1,3153.75,3503.65
12315,4.1,Incedo,Junior Java Developer Contractor,240000,Hyderabad,Contractor,Java,14,68.5,76.1,3153.75,3503.65
12316,2.0,BHJ Jones Accountancy,Junior Java Developer,600000,Hyderabad,Full Time,Java,14,68.5,76.1,7884.36,8759.12
12317,3.4,Customer Experience Lab,Junior Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12318,4.0,(no)name,Junior Java Developer,2700000,Hyderabad,Full Time,Java,14,68.5,76.1,35479.63,39416.06
12319,3.8,Sureshkumar,Junior Java Developer,180000,Hyderabad,Full Time,Java,14,68.5,76.1,2365.31,2627.74
12320,3.3,Shaman Group,Junior Java Developer,1000000,Hyderabad,Full Time,Java,14,68.5,76.1,13140.60,14598.54
12321,4.0,John Lewis & Partners,Junior Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12322,4.5,Prosper Overseas,Junior Java Developer,180000,Hyderabad,Full Time,Java,14,68.5,76.1,2365.31,2627.74
12323,3.9,XYZ,Junior Java Developer - Contractor,300000,Hyderabad,Contractor,Java,14,68.5,76.1,3942.18,4379.56
12324,4.0,PK,Junior Java Developer,400000,Hyderabad,Full Time,Java,14,68.5,76.1,5256.24,5839.42
12325,3.9,Ravi gowda,Junior Java Developer Contractor,264000,Hyderabad,Contractor,Java,14,68.5,76.1,3469.12,3854.01
12326,4.1,Mahindra,Junior Java Developer,144000,Hyderabad,Full Time,Java,14,68.5,76.1,1892.25,2102.19
12327,4.5,Pennant Technologies,Junior Java Developer,100000,Hyderabad,Full Time,Java,14,68.5,76.1,1314.06,1459.85
12328,4.0,Nothing Something,Junior Java Developer,240000,Hyderabad,Full Time,Java,14,68.5,76.1,3153.75,3503.65
12329,4.3,Global Energy Consulting Engineers,Junior Java Developer,200000,Hyderabad,Full Time,Java,14,68.5,76.1,2628.12,2919.71
12330,3.5,Total Express,Junior Java Developer,600000,Hyderabad,Full Time,Java,14,68.5,76.1,7884.36,8759.12
12331,4.4,Dynatrace,Junior Java Developer,588000,Hyderabad,Full Time,Java,14,68.5,76.1,7726.68,8583.94
12332,4.0,mahesh tutorials,Junior Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12333,3.9,sai pranay,Junior Java Developer,300000,Hyderabad,Full Time,Java,14,68.5,76.1,3942.18,4379.56
12334,4.1,NprodaX Techonologies,Junior Java Developer - Intern,180000,Hyderabad,Intern,Java,14,68.5,76.1,2365.31,2627.74
